,Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Batsman
353,56.0,56.0,62.0,90.32,3.0,2.0,New Zealand,Cardiff,Alex Hales
354,0.0,0.0,4.0,0.0,0.0,0.0,Australia,Birmingham,Alex Hales
355,13,13.0,13.0,100.0,2.0,0.0,Pakistan,Cardiff,Alex Hales
356,19,19.0,14.0,135.71,4.0,0.0,West Indies,Manchester,Alex Hales
357,10*,10.0,7.0,142.85,2.0,0.0,West Indies,Nottingham,Alex Hales
358,36.0,36.0,35.0,102.85,5.0,0.0,West Indies,Bristol,Alex Hales
359,4,4.0,3.0,133.33,1.0,0.0,Australia,Melbourne,Alex Hales
360,57,57.0,60.0,95.0,7.0,1.0,Australia,Brisbane,Alex Hales
361,1,1.0,8.0,12.5,0.0,0.0,Australia,Sydney,Alex Hales
362,3,3.0,11.0,27.27,0.0,0.0,Australia,Adelaide,Alex Hales
363,35.0,35.0,47.0,74.46,3.0,1.0,Australia,Perth,Alex Hales
364,61,61.0,74.0,82.43,9.0,0.0,New Zealand,Christchurch,Alex Hales
366,5.0,5.0,10.0,50.0,1.0,0.0,Australia,The Oval,Alex Hales
367,26,26.0,38.0,68.42,3.0,0.0,Australia,Cardiff,Alex Hales
368,147,147.0,92.0,159.78,16.0,5.0,Australia,Nottingham,Alex Hales
369,34*,34.0,45.0,75.55,3.0,0.0,Australia,Chester-le-Street,Alex Hales
370,20.0,20.0,29.0,68.96,3.0,0.0,Australia,Manchester,Alex Hales
371,12,12.0,23.0,52.17,2.0,0.0,Sri Lanka,Pallekele,Alex Hales
372,0.0,0.0,2.0,0.0,0.0,0.0,Sri Lanka,Colombo (RPS),Alex Hales
373,-1,0.0,0.0,0.0,0.0,0.0,West Indies,St George's,Alex Hales
374,82.0,82.0,73.0,112.32,8.0,2.0,West Indies,St George's,Alex Hales
375,23,23.0,35.0,65.71,4.0,0.0,West Indies,Gros Islet,Alex Hales
377,-1,0.0,0.0,0.0,0.0,0.0,Australia,Centurion,Andile Phehlukwayo
378,13*,13.0,8.0,162.5,1.0,1.0,Australia,Johannesburg,Andile Phehlukwayo
379,42*,42.0,39.0,107.69,4.0,2.0,Australia,Durban,Andile Phehlukwayo
380,-1,0.0,0.0,0.0,0.0,0.0,Australia,Port Elizabeth,Andile Phehlukwayo
381,11,11.0,9.0,122.22,0.0,1.0,Australia,Cape Town,Andile Phehlukwayo
382,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Port Elizabeth,Andile Phehlukwayo
383,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Durban,Andile Phehlukwayo
384,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Johannesburg,Andile Phehlukwayo
385,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Centurion,Andile Phehlukwayo
386,29*,29.0,23.0,126.08,2.0,2.0,New Zealand,Hamilton,Andile Phehlukwayo
387,29*,29.0,34.0,85.29,4.0,0.0,New Zealand,Christchurch,Andile Phehlukwayo
388,1*,1.0,1.0,100.0,0.0,0.0,New Zealand,Wellington,Andile Phehlukwayo
389,-1,0.0,0.0,0.0,0.0,0.0,New Zealand,Auckland,Andile Phehlukwayo
390,4,4.0,6.0,66.66,1.0,0.0,England,Leeds,Andile Phehlukwayo
391,-1,0.0,0.0,0.0,0.0,0.0,England,Southampton,Andile Phehlukwayo
392,4,4.0,11.0,36.36,0.0,0.0,India,The Oval,Andile Phehlukwayo
393,-1,0.0,0.0,0.0,0.0,0.0,Bangladesh,Kimberley,Andile Phehlukwayo
394,0*,0.0,0.0,0.0,0.0,0.0,Bangladesh,Paarl,Andile Phehlukwayo
395,5.0,5.0,4.0,125.0,1.0,0.0,Bangladesh,East London,Andile Phehlukwayo
396,27*,27.0,33.0,81.81,1.0,1.0,India,Durban,Andile Phehlukwayo
397,3,3.0,8.0,37.5,0.0,0.0,India,Cape Town,Andile Phehlukwayo
398,23*,23.0,5.0,460.0,1.0,3.0,India,Johannesburg,Andile Phehlukwayo
399,0.0,0.0,3.0,0.0,0.0,0.0,India,Port Elizabeth,Andile Phehlukwayo
400,34,34.0,42.0,80.95,2.0,2.0,India,Centurion,Andile Phehlukwayo
401,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Dambulla,Andile Phehlukwayo
402,7*,7.0,19.0,36.84,1.0,0.0,Sri Lanka,Dambulla,Andile Phehlukwayo
403,24*,24.0,11.0,218.18,3.0,1.0,Sri Lanka,Pallekele,Andile Phehlukwayo
404,9,9.0,10.0,90.0,2.0,0.0,Sri Lanka,Pallekele,Andile Phehlukwayo
405,3,3.0,14.0,21.42,0.0,0.0,Sri Lanka,Colombo (RPS),Andile Phehlukwayo
409,-1,0.0,0.0,0.0,0.0,0.0,Australia,Perth,Andile Phehlukwayo
410,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Port Elizabeth,Andile Phehlukwayo
411,69*,69.0,80.0,86.25,7.0,2.0,Pakistan,Durban,Andile Phehlukwayo
412,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Centurion,Andile Phehlukwayo
413,11,11.0,21.0,52.38,2.0,0.0,Pakistan,Johannesburg,Andile Phehlukwayo
414,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Cape Town,Andile Phehlukwayo
415,2,2.0,5.0,40.0,0.0,0.0,Sri Lanka,Centurion,Andile Phehlukwayo
416,38*,38.0,15.0,253.33,5.0,1.0,Sri Lanka,Durban,Andile Phehlukwayo
417,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Port Elizabeth,Andile Phehlukwayo
418,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Cape Town,Andile Phehlukwayo
420,49,49.0,46.0,106.52,2.0,3.0,England,Chennai,Andre Russell
421,0.0,0.0,5.0,0.0,0.0,0.0,India,Chennai,Andre Russell
422,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Gros Islet,Andre Russell
423,3,3.0,9.0,33.33,0.0,0.0,Pakistan,Bridgetown,Andre Russell
424,92*,92.0,64.0,143.75,8.0,5.0,India,North Sound,Andre Russell
425,25.0,25.0,14.0,178.57,3.0,1.0,India,North Sound,Andre Russell
426,-1,0.0,0.0,0.0,0.0,0.0,India,Kingston,Andre Russell
427,7*,7.0,3.0,233.33,1.0,0.0,Bangladesh,Dhaka,Andre Russell
428,-1,0.0,0.0,0.0,0.0,0.0,Bangladesh,Dhaka,Andre Russell
429,2,2.0,5.0,40.0,0.0,0.0,Bangladesh,Chattogram,Andre Russell
430,22,22.0,20.0,110.0,2.0,1.0,India,Cuttack,Andre Russell
431,11,11.0,13.0,84.61,2.0,0.0,India,Visakhapatnam,Andre Russell
432,40*,40.0,18.0,222.22,4.0,2.0,India,Ahmedabad,Andre Russell
433,29,29.0,24.0,120.83,1.0,3.0,India,Indore,Andre Russell
434,53,53.0,42.0,126.19,5.0,3.0,India,Chennai,Andre Russell
435,1,1.0,4.0,25.0,0.0,0.0,Australia,Kingstown,Andre Russell
436,-1,0.0,0.0,0.0,0.0,0.0,Australia,Kingstown,Andre Russell
437,37,37.0,42.0,88.09,3.0,1.0,Australia,Kingstown,Andre Russell
438,34,34.0,32.0,106.25,4.0,0.0,Australia,Gros Islet,Andre Russell
439,41,41.0,33.0,124.24,6.0,0.0,Australia,Gros Islet,Andre Russell
440,7,7.0,13.0,53.84,1.0,0.0,England,Southampton,Andre Russell
441,-1,0.0,0.0,0.0,0.0,0.0,New Zealand,Kingston,Andre Russell
442,-1,0.0,0.0,0.0,0.0,0.0,New Zealand,Kingston,Andre Russell
443,42*,42.0,24.0,175.0,3.0,4.0,New Zealand,Basseterre,Andre Russell
444,29,29.0,16.0,181.25,2.0,2.0,New Zealand,Basseterre,Andre Russell
445,59*,59.0,40.0,147.5,6.0,3.0,New Zealand,Basseterre,Andre Russell
446,0.0,0.0,3.0,0.0,0.0,0.0,Bangladesh,Khulna,Andre Russell
447,9,9.0,15.0,60.0,1.0,0.0,Bangladesh,Khulna,Andre Russell
448,0.0,0.0,4.0,0.0,0.0,0.0,Bangladesh,Dhaka,Andre Russell
449,43,43.0,31.0,138.7,6.0,1.0,Australia,Canberra,Andre Russell
450,18,18.0,17.0,105.88,1.0,1.0,Australia,Sydney,Andre Russell
453,6*,6.0,3.0,200.0,1.0,0.0,New Zealand,Hamilton,Andre Russell
454,1,1.0,2.0,50.0,0.0,0.0,India,Kochi,Andre Russell
455,4,4.0,6.0,66.66,0.0,0.0,India,Delhi,Andre Russell
456,46.0,46.0,23.0,200.0,6.0,3.0,India,Dharamsala,Andre Russell
457,19,19.0,8.0,237.5,1.0,2.0,South Africa,Durban,Andre Russell
458,0.0,0.0,1.0,0.0,0.0,0.0,South Africa,Johannesburg,Andre Russell
459,16,16.0,25.0,64.0,2.0,0.0,South Africa,East London,Andre Russell
460,64*,64.0,40.0,160.0,5.0,5.0,South Africa,Port Elizabeth,Andre Russell
461,24.0,24.0,12.0,200.0,4.0,1.0,South Africa,Centurion,Andre Russell
463,42*,42.0,13.0,323.07,3.0,4.0,Pakistan,Christchurch,Andre Russell
465,0.0,0.0,3.0,0.0,0.0,0.0,South Africa,Sydney,Andre Russell
466,8,8.0,8.0,100.0,0.0,1.0,India,Perth,Andre Russell
468,20.0,20.0,11.0,181.81,1.0,2.0,New Zealand,Wellington,Andre Russell
469,41,41.0,24.0,170.83,3.0,3.0,Sri Lanka,Colombo (RPS),Andre Russell
470,13,13.0,12.0,108.33,1.0,1.0,Bangladesh,Providence,Andre Russell
474,2,2.0,5.0,40.0,0.0,0.0,Bangladesh,Dhaka,Angelo Mathews
475,6,6.0,9.0,66.66,0.0,0.0,India,Colombo (RPS),Angelo Mathews
476,43,43.0,50.0,86.0,3.0,0.0,Pakistan,Dambulla,Angelo Mathews
477,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Dambulla,Angelo Mathews
478,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Dambulla,Angelo Mathews
479,8,8.0,10.0,80.0,1.0,0.0,Pakistan,Colombo (RPS),Angelo Mathews
480,5.0,5.0,9.0,55.55,1.0,0.0,Pakistan,Colombo (RPS),Angelo Mathews
481,51,51.0,60.0,85.0,4.0,0.0,New Zealand,Colombo (RPS),Angelo Mathews
482,19,19.0,37.0,51.35,1.0,0.0,India,Colombo (RPS),Angelo Mathews
483,14,14.0,11.0,127.27,1.0,1.0,India,Colombo (RPS),Angelo Mathews
484,15,15.0,14.0,107.14,0.0,0.0,South Africa,Centurion,Angelo Mathews
485,52.0,52.0,73.0,71.23,6.0,0.0,England,Johannesburg,Angelo Mathews
486,2,2.0,11.0,18.18,0.0,0.0,New Zealand,Johannesburg,Angelo Mathews
487,38,38.0,33.0,115.15,2.0,0.0,India,Rajkot,Angelo Mathews
488,37*,37.0,25.0,148.0,4.0,0.0,India,Nagpur,Angelo Mathews
489,75.0,75.0,95.0,78.94,2.0,2.0,India,Bulawayo,Angelo Mathews
491,55*,55.0,61.0,90.16,4.0,0.0,Pakistan,Dambulla,Angelo Mathews
492,42*,42.0,41.0,102.43,1.0,1.0,Bangladesh,Dambulla,Angelo Mathews
493,-1,0.0,0.0,0.0,0.0,0.0,India,Dambulla,Angelo Mathews
494,0.0,0.0,2.0,0.0,0.0,0.0,India,Dambulla,Angelo Mathews
495,0.0,0.0,1.0,0.0,0.0,0.0,New Zealand,Dambulla,Angelo Mathews
496,15,15.0,26.0,57.69,2.0,0.0,India,Dambulla,Angelo Mathews
497,-1,0.0,0.0,0.0,0.0,0.0,New Zealand,Dambulla,Angelo Mathews
498,-1,0.0,0.0,0.0,0.0,0.0,India,Dambulla,Angelo Mathews
499,1,1.0,4.0,25.0,0.0,0.0,India,Dambulla,Angelo Mathews
500,77*,77.0,84.0,91.66,8.0,1.0,Australia,Melbourne,Angelo Mathews
501,17*,17.0,11.0,154.54,2.0,0.0,Australia,Sydney,Angelo Mathews
502,9,9.0,16.0,56.25,0.0,0.0,Australia,Brisbane,Angelo Mathews
503,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Colombo (SSC),Angelo Mathews
504,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Colombo (SSC),Angelo Mathews
505,36*,36.0,22.0,163.63,1.0,1.0,West Indies,Colombo (SSC),Angelo Mathews
507,18,18.0,20.0,90.0,2.0,0.0,Pakistan,Colombo (RPS),Angelo Mathews
509,-1,0.0,0.0,0.0,0.0,0.0,Australia,Colombo (RPS),Angelo Mathews
511,41*,41.0,35.0,117.14,4.0,0.0,New Zealand,Mumbai,Angelo Mathews
512,-1,0.0,0.0,0.0,0.0,0.0,England,Colombo (RPS),Angelo Mathews
513,14*,14.0,18.0,77.77,1.0,1.0,New Zealand,Colombo (RPS),Angelo Mathews
514,16,16.0,16.0,100.0,3.0,0.0,England,The Oval,Angelo Mathews
515,46*,46.0,30.0,153.33,7.0,0.0,England,Leeds,Angelo Mathews
516,1*,1.0,21.0,4.76,0.0,0.0,England,Lord's,Angelo Mathews
517,39,39.0,49.0,79.59,1.0,2.0,England,Nottingham,Angelo Mathews
518,62.0,62.0,64.0,96.87,6.0,0.0,England,Manchester,Angelo Mathews
520,15,15.0,18.0,83.33,3.0,0.0,Australia,Pallekele,Angelo Mathews
521,35.0,35.0,62.0,56.45,1.0,0.0,Australia,Hambantota,Angelo Mathews
522,6,6.0,6.0,100.0,0.0,0.0,Australia,Colombo (RPS),Angelo Mathews
523,26,26.0,49.0,53.06,2.0,0.0,Australia,Colombo (RPS),Angelo Mathews
524,10.0,10.0,31.0,32.25,0.0,0.0,Pakistan,Dubai (DSC),Angelo Mathews
525,3,3.0,4.0,75.0,0.0,0.0,Pakistan,Dubai (DSC),Angelo Mathews
526,32*,32.0,40.0,80.0,2.0,1.0,Pakistan,Dubai (DSC),Angelo Mathews
527,0.0,0.0,4.0,0.0,0.0,0.0,Pakistan,Sharjah,Angelo Mathews
528,61,61.0,101.0,60.39,2.0,2.0,Pakistan,Abu Dhabi,Angelo Mathews
529,0.0,0.0,2.0,0.0,0.0,0.0,South Africa,Paarl,Angelo Mathews
530,28.0,28.0,29.0,96.55,1.0,1.0,South Africa,East London,Angelo Mathews
531,15,15.0,14.0,107.14,2.0,0.0,South Africa,Bloemfontein,Angelo Mathews
532,21*,21.0,25.0,84.0,0.0,0.0,South Africa,Kimberley,Angelo Mathews
533,6,6.0,5.0,120.0,1.0,0.0,South Africa,Johannesburg,Angelo Mathews
534,33*,33.0,28.0,117.85,2.0,0.0,India,Perth,Angelo Mathews
535,64.0,64.0,76.0,84.21,4.0,1.0,Australia,Perth,Angelo Mathews
536,17,17.0,30.0,56.66,1.0,0.0,India,Adelaide,Angelo Mathews
537,-1,0.0,0.0,0.0,0.0,0.0,Australia,Sydney,Angelo Mathews
538,49*,49.0,37.0,132.43,4.0,1.0,India,Brisbane,Angelo Mathews
539,24.0,24.0,31.0,77.41,1.0,0.0,Australia,Hobart,Angelo Mathews
540,14,14.0,10.0,140.0,1.0,0.0,India,Hobart,Angelo Mathews
541,5.0,5.0,8.0,62.5,0.0,0.0,Australia,Melbourne,Angelo Mathews
542,0.0,0.0,5.0,0.0,0.0,0.0,Pakistan,Pallekele,Angelo Mathews
543,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Pallekele,Angelo Mathews
544,-1,0.0,0.0,0.0,0.0,0.0,Pakistan,Colombo (RPS),Angelo Mathews
545,10*,10.0,11.0,90.9,0.0,0.0,Pakistan,Colombo (RPS),Angelo Mathews
546,80*,80.0,76.0,105.26,4.0,2.0,Pakistan,Colombo (RPS),Angelo Mathews
547,7,7.0,17.0,41.17,0.0,0.0,India,Hambantota,Angelo Mathews
548,-1,0.0,0.0,0.0,0.0,0.0,India,Hambantota,Angelo Mathews
549,71*,71.0,57.0,124.56,5.0,1.0,India,Colombo (RPS),Angelo Mathews
550,14,14.0,34.0,41.17,1.0,0.0,India,Colombo (RPS),Angelo Mathews
551,13,13.0,16.0,81.25,2.0,0.0,India,Pallekele,Angelo Mathews
552,7*,7.0,13.0,53.84,0.0,0.0,New Zealand,Pallekele,Angelo Mathews
553,54*,54.0,47.0,114.89,7.0,0.0,New Zealand,Pallekele,Angelo Mathews
554,2*,2.0,4.0,50.0,0.0,0.0,New Zealand,Hambantota,Angelo Mathews
555,0.0,0.0,4.0,0.0,0.0,0.0,New Zealand,Hambantota,Angelo Mathews
556,12,12.0,14.0,85.71,0.0,0.0,Australia,Melbourne,Angelo Mathews
557,-1,0.0,0.0,0.0,0.0,0.0,Australia,Adelaide,Angelo Mathews
558,0.0,0.0,1.0,0.0,0.0,0.0,Australia,Brisbane,Angelo Mathews
559,-1,0.0,0.0,0.0,0.0,0.0,Australia,Sydney,Angelo Mathews
560,67.0,67.0,79.0,84.81,7.0,0.0,Australia,Hobart,Angelo Mathews
561,-1,0.0,0.0,0.0,0.0,0.0,Bangladesh,Hambantota,Angelo Mathews
562,-1,0.0,0.0,0.0,0.0,0.0,Bangladesh,Hambantota,Angelo Mathews
563,6,6.0,9.0,66.66,0.0,0.0,Bangladesh,Pallekele,Angelo Mathews
564,9,9.0,34.0,26.47,1.0,0.0,New Zealand,Cardiff,Angelo Mathews
565,-1,0.0,0.0,0.0,0.0,0.0,England,The Oval,Angelo Mathews
566,12,12.0,20.0,60.0,1.0,0.0,Australia,The Oval,Angelo Mathews
567,51,51.0,89.0,57.3,1.0,1.0,India,Cardiff,Angelo Mathews
568,55*,55.0,77.0,71.42,5.0,0.0,West Indies,Kingston,Angelo Mathews
569,44*,44.0,29.0,151.72,4.0,1.0,India,Kingston,Angelo Mathews
570,30.0,30.0,27.0,111.11,2.0,2.0,West Indies,Port of Spain,Angelo Mathews
571,10.0,10.0,11.0,90.9,2.0,0.0,India,Port of Spain,Angelo Mathews
572,10.0,10.0,24.0,41.66,0.0,0.0,India,Port of Spain,Angelo Mathews
573,14,14.0,20.0,70.0,1.0,0.0,South Africa,Pallekele,Angelo Mathews
574,-1,0.0,0.0,0.0,0.0,0.0,South Africa,Pallekele,Angelo Mathews
575,23,23.0,22.0,104.54,1.0,1.0,South Africa,Colombo (RPS),Angelo Mathews
576,74*,74.0,64.0,115.62,9.0,1.0,New Zealand,Hambantota,Angelo Mathews
577,-1,0.0,0.0,0.0,0.0,0.0,New Zealand,Hambantota,Angelo Mathews
578,0.0,0.0,1.0,0.0,0.0,0.0,New Zealand,Dambulla,Angelo Mathews
579,31,31.0,32.0,96.87,2.0,1.0,Pakistan,Sharjah,Angelo Mathews
580,47,47.0,44.0,106.81,2.0,0.0,Pakistan,Dubai (DSC),Angelo Mathews
581,44.0,44.0,51.0,86.27,1.0,3.0,Pakistan,Sharjah,Angelo Mathews
582,38,38.0,46.0,82.6,2.0,1.0,Pakistan,Abu Dhabi,Angelo Mathews
583,8,8.0,31.0,25.8,0.0,0.0,Pakistan,Abu Dhabi,Angelo Mathews
584,3,3.0,15.0,20.0,0.0,0.0,Bangladesh,Dhaka,Angelo Mathews
585,56*,56.0,39.0,143.58,6.0,1.0,Bangladesh,Dhaka,Angelo Mathews
586,20*,20.0,26.0,76.92,0.0,1.0,Bangladesh,Dhaka,Angelo Mathews
587,55*,55.0,50.0,110.0,5.0,1.0,Pakistan,Fatullah,Angelo Mathews
588,6,6.0,18.0,33.33,0.0,0.0,India,Fatullah,Angelo Mathews
589,45*,45.0,41.0,109.75,4.0,0.0,Afghanistan,Dhaka,Angelo Mathews
590,74*,74.0,103.0,71.84,7.0,1.0,Bangladesh,Dhaka,Angelo Mathews
591,16*,16.0,13.0,123.07,2.0,0.0,Pakistan,Dhaka,Angelo Mathews
593,18,18.0,21.0,85.71,2.0,0.0,England,The Oval,Angelo Mathews
594,30.0,30.0,35.0,85.71,2.0,0.0,England,Chester-le-Street,Angelo Mathews
595,11,11.0,12.0,91.66,2.0,0.0,England,Manchester,Angelo Mathews
596,30.0,30.0,30.0,100.0,4.0,0.0,England,Lord's,Angelo Mathews
597,42*,42.0,34.0,123.52,6.0,0.0,England,Birmingham,Angelo Mathews
598,13,13.0,13.0,100.0,1.0,0.0,South Africa,Colombo (RPS),Angelo Mathews
599,34,34.0,38.0,89.47,1.0,1.0,South Africa,Pallekele,Angelo Mathews
600,58,58.0,81.0,71.6,5.0,1.0,South Africa,Hambantota,Angelo Mathews
601,89,89.0,85.0,104.7,9.0,2.0,Pakistan,Hambantota,Angelo Mathews
602,93,93.0,115.0,80.86,8.0,0.0,Pakistan,Hambantota,Angelo Mathews
603,0*,0.0,1.0,0.0,0.0,0.0,Pakistan,Dambulla,Angelo Mathews
604,23,23.0,32.0,71.87,3.0,0.0,India,Cuttack,Angelo Mathews
605,92*,92.0,101.0,91.08,10.0,1.0,India,Ahmedabad,Angelo Mathews
606,10.0,10.0,14.0,71.42,1.0,0.0,India,Hyderabad (Deccan),Angelo Mathews
607,75.0,75.0,68.0,110.29,9.0,1.0,India,Kolkata,Angelo Mathews
608,139*,139.0,116.0,119.82,6.0,10.0,India,Ranchi,Angelo Mathews
609,33,33.0,24.0,137.5,1.0,3.0,England,Colombo (RPS),Angelo Mathews
610,-1,0.0,0.0,0.0,0.0,0.0,England,Colombo (RPS),Angelo Mathews
611,37,37.0,45.0,82.22,3.0,0.0,England,Hambantota,Angelo Mathews
612,51*,51.0,60.0,85.0,5.0,0.0,England,Colombo (RPS),Angelo Mathews
613,40.0,40.0,76.0,52.63,4.0,0.0,England,Pallekele,Angelo Mathews
614,1,1.0,5.0,20.0,0.0,0.0,England,Pallekele,Angelo Mathews
615,20.0,20.0,27.0,74.07,1.0,0.0,England,Colombo (RPS),Angelo Mathews
616,15,15.0,33.0,45.45,2.0,0.0,New Zealand,Christchurch,Angelo Mathews
617,39*,39.0,46.0,84.78,5.0,1.0,New Zealand,Hamilton,Angelo Mathews
618,-1,0.0,0.0,0.0,0.0,0.0,New Zealand,Auckland,Angelo Mathews
619,0.0,0.0,1.0,0.0,0.0,0.0,New Zealand,Nelson,Angelo Mathews
620,46.0,46.0,52.0,88.46,5.0,0.0,New Zealand,Christchurch,Angelo Mathews
621,44.0,44.0,81.0,54.32,2.0,0.0,Afghanistan,Dunedin,Angelo Mathews
622,-1,0.0,0.0,0.0,0.0,0.0,Bangladesh,Melbourne,Angelo Mathews
623,-1,0.0,0.0,0.0,0.0,0.0,England,Wellington,Angelo Mathews
624,35.0,35.0,31.0,112.9,2.0,1.0,Australia,Sydney,Angelo Mathews
626,19,19.0,32.0,59.37,1.0,0.0,South Africa,Sydney,Angelo Mathews
627,38,38.0,54.0,70.37,5.0,0.0,Pakistan,Dambulla,Angelo Mathews
628,8,8.0,11.0,72.72,0.0,0.0,Pakistan,Pallekele,Angelo Mathews
629,4,4.0,13.0,30.76,0.0,0.0,Pakistan,Colombo (RPS),Angelo Mathews
630,12,12.0,23.0,52.17,0.0,0.0,Pakistan,Colombo (RPS),Angelo Mathews
631,70*,70.0,40.0,175.0,8.0,2.0,Pakistan,Hambantota,Angelo Mathews
632,13,13.0,17.0,76.47,1.0,0.0,West Indies,Colombo (RPS),Angelo Mathews
633,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Colombo (RPS),Angelo Mathews
634,27*,27.0,33.0,81.81,1.0,0.0,West Indies,Pallekele,Angelo Mathews
635,0.0,0.0,1.0,0.0,0.0,0.0,New Zealand,Christchurch,Angelo Mathews
636,17,17.0,22.0,77.27,2.0,0.0,New Zealand,Christchurch,Angelo Mathews
637,-1,0.0,0.0,0.0,0.0,0.0,New Zealand,Nelson,Angelo Mathews
638,-1,0.0,0.0,0.0,0.0,0.0,New Zealand,Nelson,Angelo Mathews
639,95.0,95.0,116.0,81.89,6.0,0.0,New Zealand,Mount Maunganui,Angelo Mathews
642,73,73.0,109.0,66.97,5.0,0.0,England,Nottingham,Angelo Mathews
643,44.0,44.0,54.0,81.48,3.0,0.0,England,Birmingham,Angelo Mathews
644,56.0,56.0,67.0,83.58,3.0,1.0,England,Bristol,Angelo Mathews
645,67*,67.0,54.0,124.07,6.0,1.0,England,The Oval,Angelo Mathews
646,13,13.0,15.0,86.66,2.0,0.0,England,Cardiff,Angelo Mathews
647,0.0,0.0,4.0,0.0,0.0,0.0,Australia,Colombo (RPS),Angelo Mathews
648,57,57.0,60.0,95.0,1.0,2.0,Australia,Colombo (RPS),Angelo Mathews
649,2,2.0,4.0,50.0,0.0,0.0,Australia,Dambulla,Angelo Mathews
650,40.0,40.0,71.0,56.33,4.0,0.0,Australia,Dambulla,Angelo Mathews
651,52*,52.0,45.0,115.55,6.0,0.0,India,The Oval,Angelo Mathews
652,39,39.0,54.0,72.22,2.0,1.0,Pakistan,Cardiff,Angelo Mathews
658,36*,36.0,50.0,72.0,1.0,1.0,India,Dambulla,Angelo Mathews
659,20.0,20.0,41.0,48.78,2.0,0.0,India,Pallekele,Angelo Mathews
660,11,11.0,23.0,47.82,1.0,0.0,India,Pallekele,Angelo Mathews
661,70.0,70.0,80.0,87.5,10.0,0.0,India,Colombo (RPS),Angelo Mathews
662,55.0,55.0,98.0,56.12,4.0,0.0,India,Colombo (RPS),Angelo Mathews
663,25*,25.0,42.0,59.52,5.0,0.0,India,Dharamsala,Angelo Mathews
664,111*,111.0,132.0,84.09,9.0,3.0,India,Mohali,Angelo Mathews
665,17,17.0,28.0,60.71,2.0,0.0,India,Visakhapatnam,Angelo Mathews
667,5.0,5.0,8.0,62.5,1.0,0.0,South Africa,Dambulla,Angelo Mathews
668,79*,79.0,111.0,71.17,6.0,0.0,South Africa,Dambulla,Angelo Mathews
669,32.0,32.0,42.0,76.19,3.0,1.0,South Africa,Pallekele,Angelo Mathews
670,22,22.0,23.0,95.65,2.0,1.0,South Africa,Pallekele,Angelo Mathews
671,97*,97.0,97.0,100.0,11.0,1.0,South Africa,Colombo (RPS),Angelo Mathews
672,16,16.0,34.0,47.05,0.0,0.0,Bangladesh,Dubai (DSC),Angelo Mathews
673,22,22.0,39.0,56.41,1.0,0.0,Afghanistan,Abu Dhabi,Angelo Mathews
674,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Johannesburg,Anrich Nortje
675,8,8.0,18.0,44.44,0.0,0.0,Sri Lanka,Centurion,Anrich Nortje
676,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Port Elizabeth,Anrich Nortje
677,-1,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Cape Town,Anrich Nortje
699,66.0,66.0,106.0,62.26,6.0,0.0,Australia,Sharjah,Asghar Afghan
704,40.0,40.0,91.0,43.95,3.0,0.0,Pakistan,Fatullah,Asghar Afghan
705,90*,90.0,103.0,87.37,6.0,3.0,Bangladesh,Fatullah,Asghar Afghan
706,27,27.0,34.0,79.41,5.0,0.0,Sri Lanka,Dhaka,Asghar Afghan
707,5.0,5.0,7.0,71.42,0.0,0.0,India,Dhaka,Asghar Afghan
716,1,1.0,7.0,14.28,0.0,0.0,Bangladesh,Canberra,Asghar Afghan
717,54.0,54.0,57.0,94.73,5.0,1.0,Sri Lanka,Dunedin,Asghar Afghan
719,4,4.0,10.0,40.0,0.0,0.0,Australia,Perth,Asghar Afghan
720,9,9.0,18.0,50.0,2.0,0.0,New Zealand,Napier,Asghar Afghan
737,10.0,10.0,10.0,100.0,0.0,1.0,Bangladesh,Dhaka,Asghar Afghan
738,57,57.0,95.0,60.0,4.0,2.0,Bangladesh,Dhaka,Asghar Afghan
739,1,1.0,4.0,25.0,0.0,0.0,Bangladesh,Dhaka,Asghar Afghan
750,2,2.0,11.0,18.18,0.0,0.0,West Indies,Gros Islet,Asghar Afghan
751,11,11.0,19.0,57.89,2.0,0.0,West Indies,Gros Islet,Asghar Afghan
752,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Gros Islet,Asghar Afghan
763,-1,0.0,0.0,0.0,0.0,0.0,West Indies,Harare,Asghar Afghan
